Model ; X100+Option
Layout Type ; 0
Data Offset ; 23
Date ; 2019-07-09
Time ; 16:39:34

Time Base ; 5 ms/div
Sensitivity ; 500 uV/div
Pan ; 0 ms
Curve no ; 10
Common BaseLine ; Off
Lower Frequency Limit ; 100 Hz
Upper Frequency Limit ; 5 kHz
Trigger Mode ; Stimulus

Curve no ; 10
Session Id ; 0
Entry Id ; 0
Data Code ; 1
Amplitude (%) ; 0
di/dt (A/us) ; 0
(us) ; (uV)
0 ; 0
125 ; -75
250 ; -25
375 ; -25
500 ; -25
625 ; -25
750 ; -25
875 ; -50
1000 ; 25
1125 ; -25
1250 ; 0
1375 ; 0
1500 ; -25
1625 ; 25
1750 ; -25
1875 ; -25
2000 ; 0
2125 ; 0
2250 ; -25
2375 ; -25
2500 ; -25
2625 ; -25
2750 ; 0
2875 ; -25
3000 ; -25
3125 ; 0
3250 ; 0
3375 ; -25
3500 ; -25
3625 ; 25
3750 ; 0
3875 ; -25
4000 ; 0
4125 ; -25
4250 ; 0
4375 ; 0
4500 ; -25
4625 ; 0
4750 ; -25
4875 ; -25
5000 ; -25
5125 ; -25
5250 ; -25
5375 ; -25
5500 ; -25
5625 ; 0
5750 ; -25
5875 ; -25
6000 ; -25
6125 ; 0
6250 ; -25
6375 ; -25
6500 ; 0
6625 ; -25
6750 ; -25
6875 ; -25
7000 ; -25
7125 ; -25
7250 ; -25
7375 ; -25
7500 ; 0
7625 ; -25
7750 ; -25
7875 ; -25
8000 ; 0
8125 ; 0
8250 ; -25
8375 ; 0
8500 ; -25
8625 ; 0
8750 ; -25
8875 ; 0
9000 ; 0
9125 ; -25
9250 ; 0
9375 ; -50
9500 ; -25
9625 ; -50
9750 ; -50
9875 ; -25
10000 ; -25
10125 ; 25
10250 ; -25
10375 ; -50
10500 ; 0
10625 ; -25
10750 ; -25
10875 ; 0
11000 ; -25
11125 ; -25
11250 ; -25
11375 ; -25
11500 ; -25
11625 ; 0
11750 ; 0
11875 ; -25
12000 ; -25
12125 ; 0
12250 ; -25
12375 ; 0
12500 ; -25
12625 ; -25
12750 ; 0
12875 ; 0
13000 ; 0
13125 ; 0
13250 ; 0
13375 ; -25
13500 ; -25
13625 ; 0
13750 ; -50
13875 ; 0
14000 ; -25
14125 ; 0
14250 ; 0
14375 ; -25
14500 ; -50
14625 ; 0
14750 ; -25
14875 ; -25
15000 ; 0
15125 ; 0
15250 ; 0
15375 ; -25
15500 ; -25
15625 ; -25
15750 ; 0
15875 ; 0
16000 ; 25
16125 ; 0
16250 ; -25
16375 ; 0
16500 ; 0
16625 ; 0
16750 ; 0
16875 ; 0
17000 ; -25
17125 ; -50
17250 ; 0
17375 ; 0
17500 ; 0
17625 ; -50
17750 ; -25
17875 ; -25
18000 ; 0
18125 ; 0
18250 ; -25
18375 ; -25
18500 ; 25
18625 ; 0
18750 ; 0
18875 ; -25
19000 ; -25
19125 ; 0
19250 ; -25
19375 ; 0
19500 ; 0
19625 ; 0
19750 ; 0
19875 ; -25
20000 ; 25
20125 ; 0
20250 ; 0
20375 ; 0
20500 ; 0
20625 ; -25
20750 ; -25
20875 ; 0
21000 ; 0
21125 ; -25
21250 ; -25
21375 ; 0
21500 ; 0
21625 ; -25
21750 ; -25
21875 ; 0
22000 ; 0
22125 ; -50
22250 ; 0
22375 ; -25
22500 ; -25
22625 ; -25
22750 ; 0
22875 ; -25
23000 ; 0
23125 ; 0
23250 ; -25
23375 ; -50
23500 ; 0
23625 ; 0
23750 ; -25
23875 ; 0
24000 ; -50
24125 ; -25
24250 ; 0
24375 ; 0
24500 ; 25
24625 ; -25
24750 ; -25
24875 ; 0
25000 ; -25
25125 ; -25
25250 ; -25
25375 ; 0
25500 ; -25
25625 ; 0
25750 ; -50
25875 ; -25
26000 ; 0
26125 ; -25
26250 ; -25
26375 ; 25
26500 ; 0
26625 ; 0
26750 ; 0
26875 ; -50
27000 ; -25
27125 ; -25
27250 ; -50
27375 ; -50
27500 ; -25
27625 ; 0
27750 ; -25
27875 ; 0
28000 ; 0
28125 ; 0
28250 ; -25
28375 ; -25
28500 ; -25
28625 ; -25
28750 ; 0
28875 ; -25
29000 ; -25
29125 ; -25
29250 ; 0
29375 ; 25
29500 ; 25
29625 ; -25
29750 ; -25
29875 ; 0
30000 ; 0
30125 ; -25
30250 ; 0
30375 ; 0
30500 ; 25
30625 ; 0
30750 ; 25
30875 ; 0
31000 ; -25
31125 ; 25
31250 ; 25
31375 ; 0
31500 ; 25
31625 ; -25
31750 ; 0
31875 ; -25
32000 ; 0
32125 ; 0
32250 ; 25
32375 ; -25
32500 ; 0
32625 ; 0
32750 ; -50
32875 ; -50
33000 ; -25
33125 ; 0
33250 ; -25
33375 ; 25
33500 ; -25
33625 ; -25
33750 ; -25
33875 ; -25
34000 ; -25
34125 ; 0
34250 ; 0
34375 ; -25
34500 ; -50
34625 ; 0
34750 ; -25
34875 ; 0
35000 ; 0
35125 ; 0
35250 ; -25
35375 ; 0
35500 ; -25
35625 ; 0
35750 ; -25
35875 ; -25
36000 ; 0
36125 ; -25
36250 ; -25
36375 ; 0
36500 ; 0
36625 ; 0
36750 ; -25
36875 ; 0
37000 ; -25
37125 ; -25
37250 ; -25
37375 ; -25
37500 ; 0
37625 ; 0
37750 ; 0
37875 ; -25
38000 ; -25
38125 ; -25
38250 ; -25
38375 ; -25
38500 ; 0
38625 ; -25
38750 ; -25
38875 ; 0
39000 ; -25
39125 ; -25
39250 ; 0
39375 ; -25
39500 ; -25
39625 ; 0
39750 ; -25
39875 ; -25
40000 ; -25
40125 ; 0
40250 ; 0
40375 ; -25
40500 ; -25
40625 ; 0
40750 ; -25
40875 ; -25
41000 ; 0
41125 ; -25
41250 ; 0
41375 ; 0
41500 ; -25
41625 ; -25
41750 ; -25
41875 ; 0
42000 ; 0
42125 ; 0
42250 ; -50
42375 ; -25
42500 ; -25
42625 ; -25
42750 ; 0
42875 ; -25
43000 ; -25
43125 ; 0
43250 ; 25
43375 ; -25
43500 ; 25
43625 ; 25
43750 ; 0
43875 ; 0
44000 ; -25
44125 ; -25
44250 ; 0
44375 ; 0
44500 ; 0
44625 ; 0
44750 ; 0
44875 ; 0
45000 ; -25
45125 ; -25
45250 ; -25
45375 ; -50
45500 ; -25
45625 ; -25
45750 ; 25
45875 ; -50
46000 ; -25
46125 ; -25
46250 ; -25
46375 ; 0
46500 ; 0
46625 ; 0
46750 ; 0
46875 ; -25
47000 ; -25
47125 ; 0
47250 ; 0
47375 ; -50
47500 ; -25
47625 ; -50
47750 ; 0
47875 ; 0
48000 ; -25
48125 ; -25
48250 ; -25
48375 ; 0
48500 ; -25
48625 ; 0
48750 ; -25
48875 ; -25
49000 ; -25
49125 ; 25
49250 ; -25
49375 ; 0
49500 ; 0
49625 ; -25
49750 ; 0
49875 ; 0
