Model ; X100+Option
Layout Type ; 0
Data Offset ; 23
Date ; 2019-07-09
Time ; 16:40:58

Time Base ; 1 ms/div
Sensitivity ; 500 uV/div
Pan ; 0 ms
Curve no ; 10
Common BaseLine ; Off
Lower Frequency Limit ; 100 Hz
Upper Frequency Limit ; 5 kHz
Trigger Mode ; Stimulus

Curve no ; 10
Session Id ; 0
Entry Id ; 0
Data Code ; 1
Amplitude (%) ; 0
di/dt (A/us) ; 0
(us) ; (uV)
0 ; 0
25 ; -25
50 ; -25
75 ; -50
100 ; -25
125 ; 25
150 ; 25
175 ; 25
200 ; 25
225 ; 0
250 ; 0
275 ; 0
300 ; 0
325 ; -25
350 ; -25
375 ; 0
400 ; -25
425 ; -25
450 ; -25
475 ; -50
500 ; -25
525 ; -25
550 ; 0
575 ; 0
600 ; 0
625 ; 0
650 ; -25
675 ; -25
700 ; -25
725 ; -25
750 ; -25
775 ; -25
800 ; 0
825 ; 0
850 ; 0
875 ; -25
900 ; -25
925 ; -25
950 ; -25
975 ; -25
1000 ; 0
1025 ; -25
1050 ; -25
1075 ; 0
1100 ; 0
1125 ; 0
1150 ; -25
1175 ; 0
1200 ; -25
1225 ; 0
1250 ; -25
1275 ; -25
1300 ; -25
1325 ; -25
1350 ; 0
1375 ; 0
1400 ; 0
1425 ; 0
1450 ; -25
1475 ; 0
1500 ; 25
1525 ; -25
1550 ; -50
1575 ; -25
1600 ; -25
1625 ; -25
1650 ; -25
1675 ; -25
1700 ; -25
1725 ; 0
1750 ; 25
1775 ; 25
1800 ; 25
1825 ; 0
1850 ; -25
1875 ; -25
1900 ; -25
1925 ; 0
1950 ; 0
1975 ; 0
2000 ; 0
2025 ; 0
2050 ; -25
2075 ; -25
2100 ; -25
2125 ; -50
2150 ; -25
2175 ; -25
2200 ; 0
2225 ; 0
2250 ; -25
2275 ; 0
2300 ; 0
2325 ; -25
2350 ; -25
2375 ; -25
2400 ; -25
2425 ; -25
2450 ; -25
2475 ; 0
2500 ; 0
2525 ; 0
2550 ; 0
2575 ; 0
2600 ; 0
2625 ; 0
2650 ; 0
2675 ; -25
2700 ; -25
2725 ; 0
2750 ; 0
2775 ; 0
2800 ; 25
2825 ; 25
2850 ; 0
2875 ; 0
2900 ; 0
2925 ; 25
2950 ; 0
2975 ; 0
3000 ; 25
3025 ; 0
3050 ; 0
3075 ; 0
3100 ; -25
3125 ; -25
3150 ; -25
3175 ; -25
3200 ; 0
3225 ; 0
3250 ; 0
3275 ; -25
3300 ; -25
3325 ; -25
3350 ; -25
3375 ; 0
3400 ; -25
3425 ; -25
3450 ; -25
3475 ; -25
3500 ; -25
3525 ; -25
3550 ; -25
3575 ; 0
3600 ; 0
3625 ; -25
3650 ; -25
3675 ; -25
3700 ; 25
3725 ; 25
3750 ; 0
3775 ; 0
3800 ; 0
3825 ; 0
3850 ; 25
3875 ; 0
3900 ; -50
3925 ; -25
3950 ; -25
3975 ; -25
4000 ; -25
4025 ; 0
4050 ; -25
4075 ; -25
4100 ; -25
4125 ; -25
4150 ; -25
4175 ; -50
4200 ; -25
4225 ; 0
4250 ; 0
4275 ; -25
4300 ; -25
4325 ; -50
4350 ; -25
4375 ; -25
4400 ; -50
4425 ; -25
4450 ; -25
4475 ; 0
4500 ; 0
4525 ; 0
4550 ; 0
4575 ; 0
4600 ; 0
4625 ; 0
4650 ; -25
4675 ; -25
4700 ; -25
4725 ; -25
4750 ; -25
4775 ; -25
4800 ; 0
4825 ; -25
4850 ; -25
4875 ; -50
4900 ; -25
4925 ; 0
4950 ; 0
4975 ; 0
5000 ; 0
5025 ; 0
5050 ; 0
5075 ; 0
5100 ; -50
5125 ; -25
5150 ; 0
5175 ; 0
5200 ; 0
5225 ; -25
5250 ; -50
5275 ; -25
5300 ; 0
5325 ; 0
5350 ; 0
5375 ; -25
5400 ; -25
5425 ; -25
5450 ; -50
5475 ; -75
5500 ; -50
5525 ; -50
5550 ; -75
5575 ; -50
5600 ; -50
5625 ; 0
5650 ; 0
5675 ; 0
5700 ; 0
5725 ; -25
5750 ; -25
5775 ; -25
5800 ; -25
5825 ; -25
5850 ; -25
5875 ; 0
5900 ; 0
5925 ; 0
5950 ; 0
5975 ; 0
6000 ; -25
6025 ; -25
6050 ; 0
6075 ; 0
6100 ; 25
6125 ; 25
6150 ; 0
6175 ; -25
6200 ; 0
6225 ; 0
6250 ; -25
6275 ; -50
6300 ; 0
6325 ; -25
6350 ; -50
6375 ; -50
6400 ; -25
6425 ; -50
6450 ; -25
6475 ; -25
6500 ; 0
6525 ; 0
6550 ; -25
6575 ; -25
6600 ; -25
6625 ; -25
6650 ; -50
6675 ; -25
6700 ; 0
6725 ; 0
6750 ; 0
6775 ; 25
6800 ; 0
6825 ; 0
6850 ; 0
6875 ; 0
6900 ; -25
6925 ; -25
6950 ; 0
6975 ; 0
7000 ; 0
7025 ; -25
7050 ; -25
7075 ; -25
7100 ; -25
7125 ; -25
7150 ; -25
7175 ; -25
7200 ; -75
7225 ; -50
7250 ; -25
7275 ; 0
7300 ; -25
7325 ; 0
7350 ; 25
7375 ; 25
7400 ; 25
7425 ; 0
7450 ; -25
7475 ; -25
7500 ; -25
7525 ; 0
7550 ; -25
7575 ; -25
7600 ; 0
7625 ; 0
7650 ; -25
7675 ; -25
7700 ; 0
7725 ; -25
7750 ; -25
7775 ; 0
7800 ; 25
7825 ; 0
7850 ; 0
7875 ; 25
7900 ; 25
7925 ; 25
7950 ; 0
7975 ; 0
8000 ; 25
8025 ; 25
8050 ; 25
8075 ; 25
8100 ; 0
8125 ; -25
8150 ; 0
8175 ; 0
8200 ; 0
8225 ; 0
8250 ; -25
8275 ; 0
8300 ; -25
8325 ; -25
8350 ; -50
8375 ; -25
8400 ; 0
8425 ; 25
8450 ; 25
8475 ; 0
8500 ; -25
8525 ; 0
8550 ; 0
8575 ; -25
8600 ; -25
8625 ; -25
8650 ; -25
8675 ; 0
8700 ; 0
8725 ; -25
8750 ; -25
8775 ; 0
8800 ; -25
8825 ; -25
8850 ; 0
8875 ; 0
8900 ; -25
8925 ; -25
8950 ; 0
8975 ; 0
9000 ; -25
9025 ; 0
9050 ; -25
9075 ; -25
9100 ; -25
9125 ; 0
9150 ; 0
9175 ; -25
9200 ; -50
9225 ; -25
9250 ; -25
9275 ; 0
9300 ; 0
9325 ; -25
9350 ; -25
9375 ; -50
9400 ; -50
9425 ; -50
9450 ; -25
9475 ; -25
9500 ; -25
9525 ; -25
9550 ; 0
9575 ; -25
9600 ; -50
9625 ; -25
9650 ; -50
9675 ; -25
9700 ; 0
9725 ; 0
9750 ; 0
9775 ; 0
9800 ; -25
9825 ; -25
9850 ; 0
9875 ; -25
9900 ; -50
9925 ; -25
9950 ; -25
9975 ; -25
